,station,date,param_unit,val,depth,location,agency
6688,VC.5.13,9/7/60,Water Temperature_deg C,20.7,6.7,lower,Vector control
6689,VC.5.13,9/7/60,Water Temperature_deg C,20.6,7.3,lower,Vector control
6690,VC.5.13,9/7/60,Water Temperature_deg C,20.6,7.9,lower,Vector control
6691,VC.5.13,9/7/60,Water Temperature_deg C,20.6,8.5,lower,Vector control
6692,VC.5.13,9/7/60,Water Temperature_deg C,20.6,9.1,lower,Vector control
6693,VC.5.13,9/7/60,Water Temperature_deg C,20.6,9.7,lower,Vector control
6694,VC.5.13,9/7/60,Water Temperature_deg C,20.6,10.3,lower,Vector control
6695,VC.5.13,9/7/60,Water Temperature_deg C,20.5,10.9,lower,Vector control
6696,VC.5.13,9/7/60,Water Temperature_deg C,20.5,11.5,lower,Vector control
6697,VC.5.13,9/7/60,Water Temperature_deg C,20.5,12.1,lower,Vector control
6698,VC.5.13,9/7/60,Water Temperature_deg C,20.5,12.8,lower,Vector control
6699,VC.5.13,9/7/60,Water Temperature_deg C,20.5,13.4,lower,Vector control
6700,VC.5.13,9/7/60,Water Temperature_deg C,20.5,14,lower,Vector control
6701,VC.5.13,9/7/60,Water Temperature_deg C,20.5,14.6,lower,Vector control
6702,VC.5.13,9/7/60,Water Temperature_deg C,20.5,15.2,lower,Vector control
3143,CLEAR LK A LAKEPORT,9/14/60,Water Temperature_deg C,24.4,0,upper,DWR
3144,CLEAR LK A LAKEPORT,10/12/60,Water Temperature_deg C,20,0,upper,DWR
6703,VC.3.5,10/13/60,Water Temperature_deg C,16.5,0,upper,Vector control
6704,VC.3.5,10/13/60,Water Temperature_deg C,16.5,0.6,upper,Vector control
6705,VC.3.5,10/13/60,Water Temperature_deg C,16.2,1.2,upper,Vector control
6706,VC.3.5,10/13/60,Water Temperature_deg C,16.1,1.8,upper,Vector control
6707,VC.3.5,10/13/60,Water Temperature_deg C,15.9,2.4,upper,Vector control
6708,VC.3.5,10/13/60,Water Temperature_deg C,15.9,3,upper,Vector control
6709,VC.3.5,10/13/60,Water Temperature_deg C,15.8,3.6,upper,Vector control
6710,VC.3.5,10/13/60,Water Temperature_deg C,15.8,4.2,upper,Vector control
6711,VC.3.5,10/13/60,Water Temperature_deg C,15.8,4.8,upper,Vector control
6712,VC.3.5,10/13/60,Water Temperature_deg C,16,5.4,upper,Vector control
6713,VC.4.9,10/14/60,Water Temperature_deg C,17.1,0,oaks,Vector control
6714,VC.4.9,10/14/60,Water Temperature_deg C,17.1,0.6,oaks,Vector control
6715,VC.4.9,10/14/60,Water Temperature_deg C,17.2,1.2,oaks,Vector control
6716,VC.4.9,10/14/60,Water Temperature_deg C,17.2,1.8,oaks,Vector control
6717,VC.4.9,10/14/60,Water Temperature_deg C,17.1,2.4,oaks,Vector control
6718,VC.4.9,10/14/60,Water Temperature_deg C,17.1,3,oaks,Vector control
6719,VC.4.9,10/14/60,Water Temperature_deg C,17.1,3.6,oaks,Vector control
6720,VC.4.9,10/14/60,Water Temperature_deg C,17.1,4.2,oaks,Vector control
6721,VC.4.9,10/14/60,Water Temperature_deg C,17.1,4.8,oaks,Vector control
6722,VC.4.9,10/14/60,Water Temperature_deg C,17.1,5.4,oaks,Vector control
6723,VC.4.9,10/14/60,Water Temperature_deg C,17,6,oaks,Vector control
6724,VC.4.9,10/14/60,Water Temperature_deg C,17,6.7,oaks,Vector control
6725,VC.4.9,10/14/60,Water Temperature_deg C,17,7.3,oaks,Vector control
6726,VC.4.9,10/14/60,Water Temperature_deg C,17,7.9,oaks,Vector control
6727,VC.4.9,10/14/60,Water Temperature_deg C,17,8.5,oaks,Vector control
6728,VC.4.9,10/14/60,Water Temperature_deg C,17,9.1,oaks,Vector control
6729,VC.4.9,10/14/60,Water Temperature_deg C,17,9.7,oaks,Vector control
6730,VC.4.9,10/14/60,Water Temperature_deg C,17,10.3,oaks,Vector control
6731,VC.4.9,10/14/60,Water Temperature_deg C,17,10.9,oaks,Vector control
6732,VC.4.9,10/14/60,Water Temperature_deg C,17,11.5,oaks,Vector control
6733,VC.4.9,10/14/60,Water Temperature_deg C,17,12.1,oaks,Vector control
6734,VC.4.9,10/14/60,Water Temperature_deg C,17,12.8,oaks,Vector control
6735,VC.4.9,10/14/60,Water Temperature_deg C,17,13.4,oaks,Vector control
6736,VC.5.13,10/14/60,Water Temperature_deg C,17.5,0,lower,Vector control
6737,VC.5.13,10/14/60,Water Temperature_deg C,17.5,0.6,lower,Vector control
6738,VC.5.13,10/14/60,Water Temperature_deg C,17.4,1.2,lower,Vector control
6739,VC.5.13,10/14/60,Water Temperature_deg C,17.3,1.8,lower,Vector control
6740,VC.5.13,10/14/60,Water Temperature_deg C,17.2,2.4,lower,Vector control
6741,VC.5.13,10/14/60,Water Temperature_deg C,17.1,3,lower,Vector control
6742,VC.5.13,10/14/60,Water Temperature_deg C,17.1,3.6,lower,Vector control
6743,VC.5.13,10/14/60,Water Temperature_deg C,17.1,4.2,lower,Vector control
6744,VC.5.13,10/14/60,Water Temperature_deg C,17.1,4.8,lower,Vector control
6745,VC.5.13,10/14/60,Water Temperature_deg C,17.1,5.4,lower,Vector control
6746,VC.5.13,10/14/60,Water Temperature_deg C,17.1,6,lower,Vector control
6747,VC.5.13,10/14/60,Water Temperature_deg C,17.1,6.7,lower,Vector control
6748,VC.5.13,10/14/60,Water Temperature_deg C,17,7.3,lower,Vector control
6749,VC.5.13,10/14/60,Water Temperature_deg C,17,7.9,lower,Vector control
6750,VC.5.13,10/14/60,Water Temperature_deg C,17,8.5,lower,Vector control
6751,VC.5.13,10/14/60,Water Temperature_deg C,17,9.1,lower,Vector control
6752,VC.5.13,10/14/60,Water Temperature_deg C,17,9.7,lower,Vector control
6753,VC.5.13,10/14/60,Water Temperature_deg C,17,10.3,lower,Vector control
6754,VC.5.13,10/14/60,Water Temperature_deg C,17,10.9,lower,Vector control
6755,VC.5.13,10/14/60,Water Temperature_deg C,17,11.5,lower,Vector control
6756,VC.5.13,10/14/60,Water Temperature_deg C,17,12.1,lower,Vector control
6757,VC.5.13,10/14/60,Water Temperature_deg C,17,12.8,lower,Vector control
6758,VC.5.13,10/14/60,Water Temperature_deg C,17,13.4,lower,Vector control
6759,VC.5.13,10/14/60,Water Temperature_deg C,17,14,lower,Vector control
6760,VC.5.13,10/14/60,Water Temperature_deg C,17,14.6,lower,Vector control
6761,VC.5.13,10/14/60,Water Temperature_deg C,17,15.2,lower,Vector control
6762,VC.5.13,10/14/60,Water Temperature_deg C,17,15.8,lower,Vector control
6763,VC.5.13,10/14/60,Water Temperature_deg C,17,16.4,lower,Vector control
6764,VC.5.13,10/14/60,Water Temperature_deg C,17,17,lower,Vector control
6765,VC.5.13,10/14/60,Water Temperature_deg C,17,17.6,lower,Vector control
6766,VC.5.13,10/14/60,Water Temperature_deg C,17,18.2,lower,Vector control
6767,VC.3.5,11/1/60,Water Temperature_deg C,16.6,0,upper,Vector control
6768,VC.3.5,11/1/60,Water Temperature_deg C,14.6,0.6,upper,Vector control
6769,VC.3.5,11/1/60,Water Temperature_deg C,14.4,1.2,upper,Vector control
6770,VC.3.5,11/1/60,Water Temperature_deg C,14.3,1.8,upper,Vector control
6771,VC.3.5,11/1/60,Water Temperature_deg C,14.3,2.4,upper,Vector control
6772,VC.3.5,11/1/60,Water Temperature_deg C,14.3,3,upper,Vector control
6773,VC.3.5,11/1/60,Water Temperature_deg C,14.3,3.6,upper,Vector control
6774,VC.3.5,11/1/60,Water Temperature_deg C,14.3,4.2,upper,Vector control
6775,VC.3.5,11/1/60,Water Temperature_deg C,14.3,4.8,upper,Vector control
6776,VC.3.5,11/1/60,Water Temperature_deg C,14.3,5.4,upper,Vector control
3145,CLEAR LK A LAKEPORT,11/3/60,Water Temperature_deg C,14.4,0,upper,DWR
6777,VC.4.9,11/9/60,Water Temperature_deg C,13.7,0,oaks,Vector control
6778,VC.4.9,11/9/60,Water Temperature_deg C,13.7,0.6,oaks,Vector control
6779,VC.4.9,11/9/60,Water Temperature_deg C,13.6,1.2,oaks,Vector control
6780,VC.4.9,11/9/60,Water Temperature_deg C,13.5,1.8,oaks,Vector control
6781,VC.4.9,11/9/60,Water Temperature_deg C,13.4,2.4,oaks,Vector control
6782,VC.4.9,11/9/60,Water Temperature_deg C,13.4,3,oaks,Vector control
6783,VC.4.9,11/9/60,Water Temperature_deg C,13.4,3.6,oaks,Vector control
6784,VC.4.9,11/9/60,Water Temperature_deg C,13.4,4.2,oaks,Vector control
6785,VC.4.9,11/9/60,Water Temperature_deg C,13.4,4.8,oaks,Vector control
6786,VC.4.9,11/9/60,Water Temperature_deg C,13.4,5.4,oaks,Vector control
6787,VC.4.9,11/9/60,Water Temperature_deg C,13.4,6,oaks,Vector control
6788,VC.4.9,11/9/60,Water Temperature_deg C,13.4,6.7,oaks,Vector control
6789,VC.4.9,11/9/60,Water Temperature_deg C,13.4,7.3,oaks,Vector control
6790,VC.4.9,11/9/60,Water Temperature_deg C,13.4,7.9,oaks,Vector control
6791,VC.4.9,11/9/60,Water Temperature_deg C,13.4,8.5,oaks,Vector control
6792,VC.4.9,11/9/60,Water Temperature_deg C,13.4,9.1,oaks,Vector control
6793,VC.5.13,11/9/60,Water Temperature_deg C,14.4,0,lower,Vector control
6794,VC.5.13,11/9/60,Water Temperature_deg C,14.4,0.6,lower,Vector control
6795,VC.5.13,11/9/60,Water Temperature_deg C,14.3,1.2,lower,Vector control
6796,VC.5.13,11/9/60,Water Temperature_deg C,13.7,1.8,lower,Vector control
6797,VC.5.13,11/9/60,Water Temperature_deg C,13.7,2.4,lower,Vector control
6798,VC.5.13,11/9/60,Water Temperature_deg C,13.7,3,lower,Vector control
6799,VC.5.13,11/9/60,Water Temperature_deg C,13.7,3.6,lower,Vector control
6800,VC.5.13,11/9/60,Water Temperature_deg C,13.6,4.2,lower,Vector control
6801,VC.5.13,11/9/60,Water Temperature_deg C,13.6,4.8,lower,Vector control
6802,VC.5.13,11/9/60,Water Temperature_deg C,13.6,5.4,lower,Vector control
6803,VC.5.13,11/9/60,Water Temperature_deg C,13.5,6,lower,Vector control
6804,VC.5.13,11/9/60,Water Temperature_deg C,13.5,6.7,lower,Vector control
6805,VC.5.13,11/9/60,Water Temperature_deg C,13.5,7.3,lower,Vector control
6806,VC.5.13,11/9/60,Water Temperature_deg C,13.5,7.9,lower,Vector control
6807,VC.5.13,11/9/60,Water Temperature_deg C,13.5,8.5,lower,Vector control
6808,VC.5.13,11/9/60,Water Temperature_deg C,13.5,9.1,lower,Vector control
6809,VC.5.13,11/9/60,Water Temperature_deg C,13.4,9.7,lower,Vector control
6810,VC.5.13,11/9/60,Water Temperature_deg C,13.4,10.3,lower,Vector control
6811,VC.5.13,11/9/60,Water Temperature_deg C,13.4,10.9,lower,Vector control
6812,VC.5.13,11/9/60,Water Temperature_deg C,13.4,11.5,lower,Vector control
6813,VC.5.13,11/9/60,Water Temperature_deg C,13.4,12.1,lower,Vector control
6814,VC.5.13,11/9/60,Water Temperature_deg C,13.4,12.8,lower,Vector control
3146,CLEAR LK A LAKEPORT,12/7/60,Water Temperature_deg C,8.3,0,upper,DWR
6815,VC.3.5,12/7/60,Water Temperature_deg C,9.2,0,upper,Vector control
6816,VC.3.5,12/7/60,Water Temperature_deg C,9.1,0.6,upper,Vector control
6817,VC.3.5,12/7/60,Water Temperature_deg C,8.4,1.2,upper,Vector control
6818,VC.3.5,12/7/60,Water Temperature_deg C,7.8,1.8,upper,Vector control
6819,VC.3.5,12/7/60,Water Temperature_deg C,7.8,2.4,upper,Vector control
6820,VC.3.5,12/7/60,Water Temperature_deg C,7.8,3,upper,Vector control
6821,VC.3.5,12/7/60,Water Temperature_deg C,7.8,3.6,upper,Vector control
6822,VC.3.5,12/7/60,Water Temperature_deg C,7.8,4.2,upper,Vector control
6823,VC.3.5,12/7/60,Water Temperature_deg C,7.8,4.8,upper,Vector control
6824,VC.4.9,12/7/60,Water Temperature_deg C,8,0,oaks,Vector control
6825,VC.4.9,12/7/60,Water Temperature_deg C,8,0.6,oaks,Vector control
6826,VC.4.9,12/7/60,Water Temperature_deg C,8,1.2,oaks,Vector control
6827,VC.4.9,12/7/60,Water Temperature_deg C,7.7,1.8,oaks,Vector control
6828,VC.4.9,12/7/60,Water Temperature_deg C,7.3,2.4,oaks,Vector control
6829,VC.4.9,12/7/60,Water Temperature_deg C,7.3,3,oaks,Vector control
6830,VC.4.9,12/7/60,Water Temperature_deg C,7.2,3.6,oaks,Vector control
6831,VC.4.9,12/7/60,Water Temperature_deg C,7.2,4.2,oaks,Vector control
6832,VC.5.13,12/7/60,Water Temperature_deg C,8.2,0,lower,Vector control
6833,VC.5.13,12/7/60,Water Temperature_deg C,8.2,0.6,lower,Vector control
6834,VC.5.13,12/7/60,Water Temperature_deg C,8.1,1.2,lower,Vector control
6835,VC.5.13,12/7/60,Water Temperature_deg C,7.9,1.8,lower,Vector control
6836,VC.5.13,12/7/60,Water Temperature_deg C,7.9,2.4,lower,Vector control
6837,VC.5.13,12/7/60,Water Temperature_deg C,7.9,3,lower,Vector control
6838,VC.5.13,12/7/60,Water Temperature_deg C,7.9,3.6,lower,Vector control
6839,VC.5.13,12/7/60,Water Temperature_deg C,7.8,4.2,lower,Vector control
6840,VC.5.13,12/7/60,Water Temperature_deg C,7.8,4.8,lower,Vector control
6841,VC.5.13,12/7/60,Water Temperature_deg C,7.8,5.4,lower,Vector control
6842,VC.5.13,12/7/60,Water Temperature_deg C,7.8,6,lower,Vector control
6843,VC.5.13,12/7/60,Water Temperature_deg C,7.2,6.7,lower,Vector control
6844,VC.5.13,12/7/60,Water Temperature_deg C,7.2,7.3,lower,Vector control
6845,VC.5.13,12/7/60,Water Temperature_deg C,7.2,7.9,lower,Vector control
3147,CLEAR LK A LAKEPORT,1/4/61,Water Temperature_deg C,7.2,0,upper,DWR
6846,VC.3.5,1/4/61,Water Temperature_deg C,6.5,0,upper,Vector control
6847,VC.3.5,1/4/61,Water Temperature_deg C,6.1,0.6,upper,Vector control
6848,VC.3.5,1/4/61,Water Temperature_deg C,6,1.2,upper,Vector control
6849,VC.3.5,1/4/61,Water Temperature_deg C,6,1.8,upper,Vector control
6850,VC.3.5,1/4/61,Water Temperature_deg C,6,2.4,upper,Vector control
6851,VC.3.5,1/4/61,Water Temperature_deg C,5.8,3,upper,Vector control
6852,VC.3.5,1/4/61,Water Temperature_deg C,5.8,3.6,upper,Vector control
6853,VC.3.5,1/4/61,Water Temperature_deg C,5.6,4.2,upper,Vector control
6854,VC.3.5,1/4/61,Water Temperature_deg C,5.6,4.8,upper,Vector control
6855,VC.3.5,1/4/61,Water Temperature_deg C,5.6,5.4,upper,Vector control
6856,VC.3.5,1/4/61,Water Temperature_deg C,5.6,6,upper,Vector control
6857,VC.4.9,1/4/61,Water Temperature_deg C,6.2,0,oaks,Vector control
6858,VC.4.9,1/4/61,Water Temperature_deg C,6.2,0.6,oaks,Vector control
6859,VC.4.9,1/4/61,Water Temperature_deg C,6.2,1.2,oaks,Vector control
6860,VC.4.9,1/4/61,Water Temperature_deg C,6.2,1.8,oaks,Vector control
6861,VC.4.9,1/4/61,Water Temperature_deg C,6.2,2.4,oaks,Vector control
6862,VC.4.9,1/4/61,Water Temperature_deg C,6.2,3,oaks,Vector control
6863,VC.4.9,1/4/61,Water Temperature_deg C,6.2,3.6,oaks,Vector control
6864,VC.4.9,1/4/61,Water Temperature_deg C,6.2,4.2,oaks,Vector control
6865,VC.4.9,1/4/61,Water Temperature_deg C,6.2,4.8,oaks,Vector control
6866,VC.5.13,1/4/61,Water Temperature_deg C,5.7,0,lower,Vector control
6867,VC.5.13,1/4/61,Water Temperature_deg C,5.7,0.6,lower,Vector control
6868,VC.5.13,1/4/61,Water Temperature_deg C,5.8,1.2,lower,Vector control
6869,VC.5.13,1/4/61,Water Temperature_deg C,5.8,1.8,lower,Vector control
6870,VC.5.13,1/4/61,Water Temperature_deg C,5.8,2.4,lower,Vector control
6871,VC.5.13,1/4/61,Water Temperature_deg C,5.8,3,lower,Vector control
6872,VC.5.13,1/4/61,Water Temperature_deg C,5.8,3.6,lower,Vector control
6873,VC.5.13,1/4/61,Water Temperature_deg C,5.8,4.2,lower,Vector control
6874,VC.5.13,1/4/61,Water Temperature_deg C,5.8,4.8,lower,Vector control
6875,VC.5.13,1/4/61,Water Temperature_deg C,5.8,5.4,lower,Vector control
6876,VC.5.13,1/4/61,Water Temperature_deg C,5.8,6,lower,Vector control
6877,VC.5.13,1/4/61,Water Temperature_deg C,5.8,6.7,lower,Vector control
6878,VC.5.13,1/4/61,Water Temperature_deg C,5.8,7.3,lower,Vector control
6879,VC.5.13,1/4/61,Water Temperature_deg C,5.8,7.9,lower,Vector control
3148,CLEAR LK A LAKEPORT,2/16/61,Water Temperature_deg C,11.1,0,upper,DWR
3149,CLEAR LK A LAKEPORT,3/13/61,Water Temperature_deg C,11.7,0,upper,DWR
6880,VC.3.5,3/30/61,Water Temperature_deg C,11.3,0,upper,Vector control
6881,VC.3.5,3/30/61,Water Temperature_deg C,10.8,0.6,upper,Vector control
6882,VC.3.5,3/30/61,Water Temperature_deg C,10.8,1.2,upper,Vector control
6883,VC.3.5,3/30/61,Water Temperature_deg C,10.7,1.8,upper,Vector control
6884,VC.3.5,3/30/61,Water Temperature_deg C,10.6,2.4,upper,Vector control
6885,VC.3.5,3/30/61,Water Temperature_deg C,10.6,3,upper,Vector control
6886,VC.3.5,3/30/61,Water Temperature_deg C,10.6,3.6,upper,Vector control
6887,VC.3.5,3/30/61,Water Temperature_deg C,9.8,4.2,upper,Vector control
6888,VC.3.5,3/30/61,Water Temperature_deg C,9.5,4.8,upper,Vector control
6889,VC.3.5,3/30/61,Water Temperature_deg C,9.5,5.4,upper,Vector control
6890,VC.4.9,3/30/61,Water Temperature_deg C,9.9,0,oaks,Vector control
6891,VC.4.9,3/30/61,Water Temperature_deg C,9.9,0.6,oaks,Vector control
6892,VC.4.9,3/30/61,Water Temperature_deg C,9.9,1.2,oaks,Vector control
6893,VC.4.9,3/30/61,Water Temperature_deg C,9.7,1.8,oaks,Vector control
6894,VC.4.9,3/30/61,Water Temperature_deg C,9.6,2.4,oaks,Vector control
6895,VC.4.9,3/30/61,Water Temperature_deg C,9.6,3,oaks,Vector control
6896,VC.4.9,3/30/61,Water Temperature_deg C,9.5,3.6,oaks,Vector control
6897,VC.4.9,3/30/61,Water Temperature_deg C,9.5,4.2,oaks,Vector control
6898,VC.4.9,3/30/61,Water Temperature_deg C,9.5,4.8,oaks,Vector control
6899,VC.4.9,3/30/61,Water Temperature_deg C,9.5,5.4,oaks,Vector control
6900,VC.4.9,3/30/61,Water Temperature_deg C,9.5,6,oaks,Vector control
6901,VC.4.9,3/30/61,Water Temperature_deg C,9.4,6.7,oaks,Vector control
6902,VC.4.9,3/30/61,Water Temperature_deg C,9.4,7.3,oaks,Vector control
6903,VC.4.9,3/30/61,Water Temperature_deg C,9.4,7.9,oaks,Vector control
6904,VC.4.9,3/30/61,Water Temperature_deg C,9.4,8.5,oaks,Vector control
6905,VC.4.9,3/30/61,Water Temperature_deg C,9.4,9.1,oaks,Vector control
6906,VC.4.9,3/30/61,Water Temperature_deg C,9.4,9.7,oaks,Vector control
6907,VC.4.9,3/30/61,Water Temperature_deg C,9.4,10.3,oaks,Vector control
6908,VC.4.9,3/30/61,Water Temperature_deg C,9.4,10.9,oaks,Vector control
6909,VC.4.9,3/30/61,Water Temperature_deg C,9.4,11.5,oaks,Vector control
6910,VC.4.9,3/30/61,Water Temperature_deg C,9.4,12.1,oaks,Vector control
6911,VC.4.9,3/30/61,Water Temperature_deg C,9.4,12.8,oaks,Vector control
6912,VC.4.9,3/30/61,Water Temperature_deg C,9.4,13.4,oaks,Vector control
6913,VC.4.9,3/30/61,Water Temperature_deg C,9.3,14,oaks,Vector control
6914,VC.5.13,3/30/61,Water Temperature_deg C,10.6,0,lower,Vector control
6915,VC.5.13,3/30/61,Water Temperature_deg C,10.5,0.6,lower,Vector control
6916,VC.5.13,3/30/61,Water Temperature_deg C,10.3,1.2,lower,Vector control
6917,VC.5.13,3/30/61,Water Temperature_deg C,10.3,1.8,lower,Vector control
6918,VC.5.13,3/30/61,Water Temperature_deg C,10.2,2.4,lower,Vector control
6919,VC.5.13,3/30/61,Water Temperature_deg C,10,3,lower,Vector control
6920,VC.5.13,3/30/61,Water Temperature_deg C,9.7,3.6,lower,Vector control
6921,VC.5.13,3/30/61,Water Temperature_deg C,9.7,4.2,lower,Vector control
6922,VC.5.13,3/30/61,Water Temperature_deg C,9.7,4.8,lower,Vector control
6923,VC.5.13,3/30/61,Water Temperature_deg C,9.6,5.4,lower,Vector control
3150,CLEAR LK A LAKEPORT,4/12/61,Water Temperature_deg C,12.8,0,upper,DWR
3151,CLEAR LK A LAKEPORT,5/3/61,Water Temperature_deg C,14.4,0,upper,DWR
6924,VC.3.5,5/10/61,Water Temperature_deg C,10.2,0,upper,Vector control
6925,VC.3.5,5/10/61,Water Temperature_deg C,10.2,0.6,upper,Vector control
6926,VC.3.5,5/10/61,Water Temperature_deg C,10.2,1.2,upper,Vector control
6927,VC.3.5,5/10/61,Water Temperature_deg C,10.2,1.8,upper,Vector control
6928,VC.3.5,5/10/61,Water Temperature_deg C,10.2,2.4,upper,Vector control
6929,VC.3.5,5/10/61,Water Temperature_deg C,10.2,3,upper,Vector control
6930,VC.3.5,5/10/61,Water Temperature_deg C,10.2,3.6,upper,Vector control
6931,VC.3.5,5/10/61,Water Temperature_deg C,10.2,4.2,upper,Vector control
6932,VC.3.5,5/10/61,Water Temperature_deg C,10.2,4.8,upper,Vector control
6933,VC.3.5,5/10/61,Water Temperature_deg C,10.2,5.4,upper,Vector control
6934,VC.3.5,5/10/61,Water Temperature_deg C,10.2,6,upper,Vector control
6935,VC.3.5,5/10/61,Water Temperature_deg C,10.2,6.7,upper,Vector control
6936,VC.3.5,5/10/61,Water Temperature_deg C,10.2,7.3,upper,Vector control
3152,CLEAR LK A LAKEPORT,6/2/61,Water Temperature_deg C,18.3,0,upper,DWR
6937,VC.4.9,6/7/61,Water Temperature_deg C,10.8,0,oaks,Vector control
6938,VC.4.9,6/7/61,Water Temperature_deg C,10.8,0.6,oaks,Vector control
6939,VC.4.9,6/7/61,Water Temperature_deg C,10.8,1.2,oaks,Vector control
6940,VC.4.9,6/7/61,Water Temperature_deg C,10.8,1.8,oaks,Vector control
6941,VC.4.9,6/7/61,Water Temperature_deg C,10.8,2.4,oaks,Vector control
6942,VC.4.9,6/7/61,Water Temperature_deg C,10.8,3,oaks,Vector control
6943,VC.4.9,6/7/61,Water Temperature_deg C,10.8,3.6,oaks,Vector control
6944,VC.4.9,6/7/61,Water Temperature_deg C,10.8,4.2,oaks,Vector control
6945,VC.4.9,6/7/61,Water Temperature_deg C,10.7,4.8,oaks,Vector control
6946,VC.4.9,6/7/61,Water Temperature_deg C,10.7,5.4,oaks,Vector control
6947,VC.4.9,6/7/61,Water Temperature_deg C,10.7,6,oaks,Vector control
6948,VC.4.9,6/7/61,Water Temperature_deg C,10.7,6.7,oaks,Vector control
6949,VC.4.9,6/7/61,Water Temperature_deg C,10.7,7.3,oaks,Vector control
6950,VC.4.9,6/7/61,Water Temperature_deg C,10.7,7.9,oaks,Vector control
6951,VC.4.9,6/7/61,Water Temperature_deg C,10.7,8.5,oaks,Vector control
6952,VC.4.9,6/7/61,Water Temperature_deg C,10.7,9.1,oaks,Vector control
6953,VC.4.9,6/7/61,Water Temperature_deg C,10.7,9.7,oaks,Vector control
6954,VC.4.9,6/7/61,Water Temperature_deg C,10.7,10.3,oaks,Vector control
6955,VC.4.9,6/7/61,Water Temperature_deg C,10.7,10.9,oaks,Vector control
6956,VC.4.9,6/7/61,Water Temperature_deg C,10.7,11.5,oaks,Vector control
6957,VC.4.9,6/7/61,Water Temperature_deg C,10.7,12.1,oaks,Vector control
6958,VC.4.9,6/7/61,Water Temperature_deg C,10.7,12.8,oaks,Vector control
6959,VC.4.9,6/7/61,Water Temperature_deg C,10.7,13.4,oaks,Vector control
6960,VC.4.9,6/7/61,Water Temperature_deg C,10.7,14,oaks,Vector control
6961,VC.4.9,6/7/61,Water Temperature_deg C,10.7,14.6,oaks,Vector control
6962,VC.4.9,6/7/61,Water Temperature_deg C,10.7,15.2,oaks,Vector control
6963,VC.5.13,6/7/61,Water Temperature_deg C,16.4,0,lower,Vector control
6964,VC.3.5,6/7/61,Water Temperature_deg C,10.6,0,upper,Vector control
6965,VC.3.5,6/7/61,Water Temperature_deg C,10.6,0.6,upper,Vector control
6966,VC.3.5,6/7/61,Water Temperature_deg C,10.6,1.2,upper,Vector control
6967,VC.3.5,6/7/61,Water Temperature_deg C,10.6,1.8,upper,Vector control
6968,VC.3.5,6/7/61,Water Temperature_deg C,10.6,2.4,upper,Vector control
6969,VC.3.5,6/7/61,Water Temperature_deg C,10.6,3,upper,Vector control
6970,VC.3.5,6/7/61,Water Temperature_deg C,10.6,3.6,upper,Vector control
6971,VC.3.5,6/7/61,Water Temperature_deg C,10.6,4.2,upper,Vector control
6972,VC.3.5,6/7/61,Water Temperature_deg C,10.6,4.8,upper,Vector control
6973,VC.3.5,6/7/61,Water Temperature_deg C,10.6,5.4,upper,Vector control
6974,VC.3.5,6/7/61,Water Temperature_deg C,10.5,6,upper,Vector control
6975,VC.3.5,6/7/61,Water Temperature_deg C,10.5,6.7,upper,Vector control
6976,VC.3.5,6/7/61,Water Temperature_deg C,10.5,7.3,upper,Vector control
6977,VC.5.13,6/8/61,Water Temperature_deg C,16.4,0.6,lower,Vector control
6978,VC.5.13,6/9/61,Water Temperature_deg C,16.4,1.2,lower,Vector control
6979,VC.5.13,6/10/61,Water Temperature_deg C,16.4,1.8,lower,Vector control
6980,VC.5.13,6/11/61,Water Temperature_deg C,16.4,2.4,lower,Vector control
6981,VC.5.13,6/12/61,Water Temperature_deg C,16.4,3,lower,Vector control
6982,VC.5.13,6/13/61,Water Temperature_deg C,16.4,3.6,lower,Vector control
6983,VC.5.13,6/14/61,Water Temperature_deg C,16.4,4.2,lower,Vector control
6984,VC.5.13,6/15/61,Water Temperature_deg C,16.4,4.8,lower,Vector control
6985,VC.5.13,6/16/61,Water Temperature_deg C,16.4,5.4,lower,Vector control
6986,VC.5.13,6/17/61,Water Temperature_deg C,16.4,6,lower,Vector control
6987,VC.5.13,6/18/61,Water Temperature_deg C,16.4,6.7,lower,Vector control
6988,VC.5.13,6/19/61,Water Temperature_deg C,16.4,7.3,lower,Vector control
6989,VC.5.13,6/20/61,Water Temperature_deg C,16.4,7.9,lower,Vector control
6990,VC.5.13,6/21/61,Water Temperature_deg C,16.1,8.5,lower,Vector control
6991,VC.5.13,6/22/61,Water Temperature_deg C,16.1,9.1,lower,Vector control
6992,VC.5.13,6/23/61,Water Temperature_deg C,16.1,9.7,lower,Vector control
6993,VC.5.13,6/24/61,Water Temperature_deg C,16.1,10.3,lower,Vector control
6994,VC.5.13,6/25/61,Water Temperature_deg C,16.1,10.9,lower,Vector control
6995,VC.5.13,6/26/61,Water Temperature_deg C,16.1,11.5,lower,Vector control
